phenotype_id,phenotype,CPRD,ICD,OPCS,name_portal,implementation,group,is_cancer,is_adult,file_stem,primary_care_code_lists,secondary_care_code_lists,death,case_note_review,ehr_sources,prognosis,genetic,cross_country,publications,type,status,date,modified_date,author,sex,valid_event_data_range,validation,clinical_terminologies,,data_sources,,version
PHE00168,Osteoporosis,CPRD_osteoporosis.csv,ICD_osteoporosis.csv,,Osteoporosis,"At the specified date, a patient is defined as having had Fibromatoses IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Fibromatoses diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Fibromatoses or history of diagnosis during a hospitalization
OR
Secondary care (OPCS4)
1. ALL procedures for Fibromatoses during a hospitalization",Musculoskeletal ,0,1,osteoporosis,CPRD_osteoporosis.csv,ICD_osteoporosis.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-171",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00169,Other Cardiomyopathy,CPRD_cardiomyo_oth.csv,ICD_cardiomyo_oth.csv,,Cardiomyopathy - other,"At the specified date, a patient is defined as having had Other Cardiomyopathy IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Other Cardiomyopathy diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Other Cardiomyopathy or history of diagnosis during a hospitalization",Cardiovascular,0,1,cardiomyo_oth,CPRD_cardiomyo_oth.csv,ICD_cardiomyo_oth.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-172",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00170,Other anaemias,CPRD_oth_anaemia.csv,ICD_oth_anaemia.csv,,Anaemia - other,"At the specified date, a patient is defined as having had Other anaemias IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Other anaemias diagnosis or history of diagnosis during a consultation 
OR
2.  Possible diagnosis of Other anaemias during a consultation IF there is NO record satisfying the criteria for Iron deficiency Anaemia, B12 deficiency anaemia, folate deficiency anaemia, Thalassaemia, Thalassaemia trait, Sickle Cell Anaemia, other haemolytic anaemia or aplastic anaemia.
OR
Secondary care (ICD10)
1. ALL diagnoses of Other anaemias or history of diagnosis during a hospitalization",Haematological or immunological,0,1,oth_anaemia,CPRD_oth_anaemia.csv,ICD_oth_anaemia.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-173",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00171,Other haemolytic anaemias,CPRD_oth_haem_anaemia.csv,ICD_oth_haem_anaemia.csv,,Other haemolytic anaemias,"At the specified date, a patient is defined as having had 'Other haemolytic anaemias' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Other haemolytic anaemias' diagnosis or history of diagnosis during a consultation 
OR
2.  Possible diagnosis of 'Other haemolytic anaemias' during a consultation IF there is NO record satisfying the criteria for Thalassaemia or Sickle Cell Anaemia.
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Other haemolytic anaemias' or history of diagnosis during a hospitalization",Haematological or immunological,0,1,oth_haem_anaemia,CPRD_oth_haem_anaemia.csv,ICD_oth_haem_anaemia.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-174",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00172,Other interstitial pulmonary diseases with fibrosis,CPRD_pulm_fibrosis.csv,ICD_pulm_fibrosis.csv,,Pulmonary Fibrosis,"At the specified date, a patient is defined as having had Other interstitial pulmonary diseases with fibrosis IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Other interstitial pulmonary diseases with fibrosis diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Other interstitial pulmonary diseases with fibrosis or history of diagnosis during a hospitalization",Respiratory,0,1,pulm_fibrosis,CPRD_pulm_fibrosis.csv,ICD_pulm_fibrosis.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-175",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00173,Other nervous system infections,,ICD_oth_nerv_sys.csv,,Infection – Other nervous system,"At the specified date, a patient is defined as having had Other nervous system infections IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Secondary care
1. ALL diagnoses of Other nervous system infections or history of diagnosis during a hospitalization
OR
2. ALL possible diagnosis of Other nervous system infections during a hospitalization IF NO record satisfying criteria for Meningitis or Encephalitis 30 days before or 30 days after the first event date for Other nervous system infections.",Infections,0,1,oth_nerv_sys,0,ICD_oth_nerv_sys.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-176",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00174,Other or unspecified infectious organisms,,ICD_oth_organisms.csv,,Infection – Other organisms,"At the specified date, a patient is defined as having had Diseases caused by Other or unspecified infectious organisms IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Secondary care
1. ALL diagnoses of Diseases caused by Other or unspecified infectious organisms or history of diagnosis during a hospitalization
OR
2. ALL possible diagnosis of Diseases caused by Other or unspecified infectious organisms during a hospitalization IF NO record satisfying criteria for Bacterial Diseases, Tuberculosis, Viral diseases, Chronic viral Hepatitis, HIV, Mycoses or Parasitic Infections 30 days before or 30 days after the first event date for Diseases caused by Other or unspecified infectious organisms.",Infections,0,1,oth_organisms,0,ICD_oth_organisms.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-177",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00175,Other psychoactive substance misuse,CPRD_substance_misuse.csv,ICD_substance_misuse.csv,,Substance Misuse,"At the specified date, a patient is defined as having had Other psychoactive 'Other psychoactive substance misuse' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Other psychoactive 'Other psychoactive substance misuse' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of Other psychoactive 'Other psychoactive substance misuse' or history of diagnosis during a hospitalization",Psychiatric,0,1,substance_misuse,CPRD_substance_misuse.csv,ICD_substance_misuse.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-178",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00176,Pancreatitis,CPRD_pancreatitis.csv,ICD_pancreatitis.csv,,Pancreatitis,"At the specified date, a patient is defined as having had 'Pancreatitis' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Pancreatitis' diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Pancreatitis' or history of diagnosis during a hospitalization",Digestive,0,1,pancreatitis,CPRD_pancreatitis.csv,ICD_pancreatitis.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-179",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00177,Parasitic infections,,ICD_parasitic.csv,,Parasitic infections,"At the specified date, a patient is defined as having had 'Parasitic infections' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Secondary care
1. ALL diagnoses of 'Parasitic infections' or history of diagnosis during a hospitalization",Infections,0,1,parasitic,0,ICD_parasitic.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-180",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00178,Parkinson's disease,CPRD_Parkinsons.csv,ICD_Parkinsons.csv,,Parkinson's disease,"At the specified date, a patient is defined as having had 'Parkinson's disease' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Parkinson's disease' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Parkinson's disease' or history of diagnosis during a hospitalization",Neurological,0,1,Parkinsons,CPRD_Parkinsons.csv,ICD_Parkinsons.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-181",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00179,Patent ductus arteriosus,CPRD_PDA.csv,ICD_PDA.csv,OPCS_PDA.csv,Patent ductus arteriosus,"At the specified date, a patient is defined as having had 'Patent ductus arteriosus' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Patent ductus arteriosus' diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Patent ductus arteriosus' or history of diagnosis during a hospitalization
OR
Secondary care (OPCS4)
1. ALL procedures for 'Patent ductus arteriosus' during a hospitalization",Perinatal ,0,0,PDA,CPRD_PDA.csv,"ICD_PDA.csv,OPCS_PDA.csv",,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-182",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00180,Peptic ulcer disease,CPRD_ulcer_peptic.csv,ICD_ulcer_peptic.csv,OPCS_ulcer_peptic.csv,Peptic Ulcer,"At the specified date, a patient is defined as having had 'Peptic ulcer disease' disease IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Peptic ulcer disease' disease diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Peptic ulcer disease' disease or history of diagnosis during a hospitalization
OR
Secondary care (OPCS4)
1. ALL procedures for 'Peptic ulcer disease' disease during a hospitalization",Digestive,0,1,ulcer_peptic,CPRD_ulcer_peptic.csv,"ICD_ulcer_peptic.csv,OPCS_ulcer_peptic.csv",,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-183",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00181,Pericardial effusion (noninflammatory),CPRD_pericardial_effusion.csv,ICD_pericardial_effusion.csv,,Pericardial effusion,"At the specified date, a patient is defined as having had 'Pericardial effusion (noninflammatory)' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Pericardial effusion (noninflammatory)' (noninflammatory) diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Pericardial effusion (noninflammatory)' (noninflammatory) or history of diagnosis during a hospitalization",Cardiovascular,0,1,pericardial_effusion,CPRD_pericardial_effusion.csv,ICD_pericardial_effusion.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-184",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
